Year,Sector,Subsector,Organization,Property Name,Primary Property Type - Self Selected,Portfolio Manager Property ID,Portfolio Manager Parent Property ID,Parent Property Name,Year Ending,Address,City,Postal Code,Property GFA - Self-Reported (m²),Number of Buildings,Custom Property ID 1 - Name,Custom Property ID 1 - Value,Custom Property ID 2 - Name,Custom Property ID 2 - Value,Custom Property ID 3 - Name,Custom Property ID 3 - Value,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (GJ),Natural Gas Use (therms),Natural Gas Use (GJ),Fuel Oil #1 Use (GJ),Fuel Oil #2 Use (GJ),Fuel Oil #4 Use (GJ),Fuel Oil #5 & 6 Use (GJ),Diesel Use (GJ),Kerosene Use (GJ),Propane Use (GJ),District Steam Use (GJ),District Hot Water Use (GJ),District Chilled Water Use (GJ),Wood Use (GJ),Site Energy Use (GJ),Source Energy Use (GJ),Site EUI (GJ/m²),Site EUI (ekWh/sqft),Source EUI (GJ/m²),Source EUI (ekWh/sqft),Weather Normalized Site Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Weather Normalized Site EUI (GJ/m²),Weather Normalized Site EUI (ekWh/sqft),Weather Normalized Source EUI (GJ/m²),Weather Normalized Source EUI (ekWh/sqft),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Total (Location-Based) GHG Emissions Intensity (kgCO2e/m²),Drinking Water Treatment & Distribution - Average Flow (m³PD),Wastewater Treatment Plant - Average Influent Flow (m³PD),Address 2,List of All Property Use Types (GFA) (m²),Largest Property Use Type,Report Submission Date,Data Quality Checker Run?,Data Quality Checker - Date Run
2023,Municipal,Municipality,The Corporation of the City of Markham,Princess Street Parks Shop,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3694673,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,"6 Princess Street, Markham",Markham,L3P 1K3,89.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44108.3,158.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,158.8,290.6,1.78,45.93548387,3.26,84.12903226,179.8,329.1,2.02,52.12903226,3.69,95.22580645,1.2,13.8,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (89.2)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,West Parks Yard Shop,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3694701,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,428 John Street,Markham,L3T 1Z1,252.6,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32562.6,117.2,1526.1,161,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,278.2,385.2,1.1,28.38709677,1.52,39.22580645,307.3,422,1.22,31.48387097,1.67,43.09677419,9,35.7,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (252.6)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Armadale Community Centre,Social/Meeting Hall,21925983,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,2401 DENISON ST,Markham,L3S 1G3,2188.5,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,245956.1,885.4,13967.5,1473.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2359.1,3182.4,1.08,27.87096774,1.45,37.41935484,2543.1,3372.7,1.16,29.93548387,1.54,39.74193548,81,37,Not Available,Not Available,Not Available,"Social/Meeting Hall (423.4), Fitness Center/Health Club/Gym (1765.2)",Fitness Center/Health Club/Gym,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Cornell Comunity Centre,Other - Recreation,21925990,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,3201 Bur Oak Avenue,Markham,L6B 0T2,14266.2,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3518071.3,12664.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11528.5,Not Available,9000.7,Not Available,33193.7,43639.4,2.33,60.12903226,3.06,78.96774194,32968.5,43846.7,2.31,59.61290323,3.07,79.22580645,1696.1,118.9,Not Available,Not Available,Not Available,"Other - Recreation (8361.3), Heated Swimming Pool (0.0), Social/Meeting Hall (1259.8), Fitness Center/Health Club/Gym (4645.2)",Other - Recreation,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Flato Performing Arts Theatre,Performing Arts,21968305,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,171 TOWN CENTRE BLVD,Markham,L3R 8G5,2805.7,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,355296.9,1279,1390.3,146.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1425.7,2496.1,0.51,13.16129032,0.89,22.96774194,1425.7,2496.1,0.51,13.16129032,0.89,22.96774194,17.3,6.2,Not Available,Not Available,Not Available,Performing Arts (2805.7),Performing Arts,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,The Corporation of the City of Markham,Pan Am Community Centre,Social/Meeting Hall,21972013,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,16 Main St Unionville,Markham,L3R 2E4,13656.8,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2719525.8,9789.9,189.2,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16511,Not Available,11869.5,Not Available,38190.3,46661.8,2.8,72.25806452,3.42,88.25806452,38382.9,47420.5,2.81,72.51612903,3.47,89.5483871,2293.7,168,Not Available,Not Available,Not Available,"Other - Recreation (7432.3), Heated Swimming Pool (0.0), Social/Meeting Hall (2508.4), Fitness Center/Health Club/Gym (3716.1)",Other - Recreation,6/30/24 10:33 PM,No,Not Available
2023,Municipal,Municipality,City of Brampton,Susan Fennell Sportsplex,Ice/Curling Rink,3619985,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,500 Ray Lawson Blvd.,City of Brampton,L6Y5B3,15668.3,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,119,5014368.2,18051,210296.1,22187.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40238.4,56552,2.57,66.32258065,3.61,93.16129032,42277.2,58713.1,2.7,69.67741935,3.75,96.77419355,1255.9,80.2,Not Available,Not Available,Not Available,"Office (158.1), Ice/Curling Rink (9515.7), Library (1155.4), Heated Swimming Pool (0.0), Social/Meeting Hall (190.8), Fitness Center/Health Club/Gym (4648.2)",Ice/Curling Rink,5/9/24 10:58 AM,Yes,2024-05-06
2023,Municipal,Municipality,City of Brampton,Brampton Transit,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3631044,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,185 Clark Blvd,Brampton,L6T 4G6,13393.3,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,91,1800525.1,6481.6,340953.2,35972.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42484,50022.1,3.17,81.80645161,3.73,96.25806452,48628.8,56535.6,3.63,93.67741935,4.22,108.9032258,1859,138.8,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (13393.3)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Century Gardens Recreation Centre,Ice/Curling Rink,3642566,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,340 Vodden St E,Brampton,L6V 2N2,10367.5,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,105,2171878.5,7818.4,59455.2,6272.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14091.3,20957,1.36,35.09677419,2.02,52.12903226,15339.8,22557,1.48,38.19354839,2.18,56.25806452,376.2,36.3,Not Available,Not Available,Not Available,"Ice/Curling Rink (5458.2), Performing Arts (615.2), Heated Swimming Pool (0.0), Social/Meeting Hall (297.9), Fitness Center/Health Club/Gym (3996.1)",Ice/Curling Rink,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Earnscliffe Rec Centre,Ice/Curling Rink,3642567,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,44 Eastbourne Dr,Brampton,L6T 3M2,8513.4,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,108,1933363.4,6959.8,77898.2,8218.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15178.5,21448.3,1.78,45.93548387,2.52,65.03225806,15977.9,22295.7,1.88,48.51612903,2.62,67.61290323,467.3,54.9,Not Available,Not Available,Not Available,"Office (105.4), Ice/Curling Rink (5061.7), Heated Swimming Pool (0.0), Fitness Center/Health Club/Gym (3346.3)",Ice/Curling Rink,5/9/24 10:58 AM,Yes,2024-05-06
2023,Municipal,Municipality,City of Brampton,Chinguacousy Wellness Centre,Fitness Center/Health Club/Gym,3642571,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,995 Peter Robertson Blvd,Brampton,L6R 2E9,4012.3,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,106.75,1114059,4010.4,46113.5,4865.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8875.7,12496.3,2.21,57.03225806,3.11,80.25806452,8875.7,12496.3,2.21,57.03225806,3.11,80.25806452,275.8,68.7,Not Available,Not Available,Not Available,"Office (650.6), Heated Swimming Pool (0.0), Social/Meeting Hall (242.0), Fitness Center/Health Club/Gym (3119.7)",Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-05-06
2023,Municipal,Municipality,City of Brampton,Chinguacousy Park Tennis Bubble & Curling Club,Ice/Curling Rink,3642572,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,9050 Bramalea Rd,Brampton,L6S 6G7,3949.8,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,120.75,Not Available,Not Available,76964.2,8120.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8120.2,8607.4,2.06,53.16129032,2.18,56.25806452,10005,10605.3,2.53,65.29032258,2.69,69.41935484,408.3,103.4,Not Available,Not Available,Not Available,"Other - Recreation (926.8), Ice/Curling Rink (3023.0)",Ice/Curling Rink,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Chris Gibson Rec Centre,Ice/Curling Rink,3642574,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,125 McLaughlin Rd N,Brampton,L6X 1Y9,4747.8,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,85,360848.6,1299,9961.8,1051,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2350,3491.3,0.49,12.64516129,0.74,19.09677419,2545.4,3698.4,0.54,13.93548387,0.78,20.12903226,62.9,13.3,Not Available,Not Available,Not Available,"Ice/Curling Rink (2050.1), Social/Meeting Hall (439.3), Heated Swimming Pool (0.0), Fitness Center/Health Club/Gym (2258.4)",Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-05-06
2023,Municipal,Municipality,City of Brampton,Save Max Sports Centre,Fitness Center/Health Club/Gym,3642582,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1495 Sandalwood Pkwy East,Brampton,L6R 0K2,13864.2,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,114,1970282.1,7092.7,174831.4,18445.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25538.4,32532.1,1.84,47.48387097,2.35,60.64516129,28872.8,36066.5,2.08,53.67741935,2.6,67.09677419,982.6,70.9,Not Available,Not Available,Not Available,Fitness Center/Health Club/Gym (13864.2),Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Kiwanis McMurchy Pool,Fitness Center/Health Club/Gym,3642587,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,247 McMurchy Ave S,Brampton,L6Y 1Z4,3554.2,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,14.5,604505.3,2176.1,45976.8,4850.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7026.9,9124.2,1.98,51.09677419,2.57,66.32258065,7400.3,9510.1,2.08,53.67741935,2.68,69.16129032,260.8,73.4,Not Available,Not Available,Not Available,"Office (890.6), Heated Swimming Pool (0.0), Fitness Center/Health Club/Gym (2663.6)",Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Loafers Lake Recreation Centre,Fitness Center/Health Club/Gym,3642590,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,30 Loafer's Lake Lane,Brampton,L6Z 1X9,2676.5,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,85,676058.1,2433.7,41483.4,4376.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6810.4,9093,2.54,65.5483871,3.4,87.74193548,7289.5,9580.4,2.72,70.19354839,3.58,92.38709677,239,89.3,Not Available,Not Available,Not Available,"Office (58.8), Social/Meeting Hall (447.0), Heated Swimming Pool (0.0), Fitness Center/Health Club/Gym (2170.7)",Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,129 Glidden,Office,3642593,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,129 Glidden Rd,Brampton,L6W 3L9,5818.2,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,40,685681.7,2468.4,36815.5,3884.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6352.6,8634.4,1.09,28.12903226,1.48,38.19354839,7172,9581.1,1.23,31.74193548,1.65,42.58064516,214.5,36.9,Not Available,Not Available,Not Available,Office (5818.2),Office,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Rose Theatre,Performing Arts,3642629,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1 Theatre Lane,Brampton,L6V 0A3,6223.6,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,48,1961650.3,7061.6,37415.1,3947.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11009.2,17107.2,1.77,45.67741935,2.75,70.96774194,11662.3,17799.5,1.87,48.25806452,2.86,73.80645161,253.4,40.7,Not Available,Not Available,Not Available,Performing Arts (6223.6),Performing Arts,5/9/24 10:58 AM,Yes,2024-04-22
2023,Municipal,Municipality,City of Brampton,Williams Parkway Admin Building,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",3642630,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,425 Chrysler Drive,Brampton,L6S 6G3,5629.8,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,168,Not Available,Not Available,62047.6,6546.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6546.4,6939.1,1.16,29.93548387,1.23,31.74193548,8278.1,8774.8,1.47,37.93548387,1.56,40.25806452,329.1,58.5,Not Available,Not Available,Not Available,"Repair Services (Vehicle, Shoe, Locksmith, etc.) (4515.6), Office (277.4), Non-Refrigerated Warehouse (836.8)","Repair Services (Vehicle, Shoe, Locksmith, etc.)",5/9/24 10:58 AM,Yes,2024-05-06
2023,Municipal,Municipality,City of Brampton,Terry Miller Rec Centre,Ice/Curling Rink,3642635,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2023,1295 Williams Pkwy,Brampton,L6S 3J8,5462.3,1,Organization name,City of Brampton,Sub sector name,Municipality,Weekly average hours,98,737080,2653.4,25587,2699.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5353,7717.2,0.98,25.29032258,1.41,36.38709677,5819.2,8211.5,1.07,27.61290323,1.5,38.70967742,156.4,28.6,Not Available,Not Available,Not Available,"Ice/Curling Rink (2310.3), Social/Meeting Hall (195.2), Fitness Center/Health Club/Gym (2956.8)",Fitness Center/Health Club/Gym,5/9/24 10:58 AM,Yes,2024-04-22
